,CROPS,TYPE_OF_CROP,SOIL,SEASON,SOWN,HARVESTED,SOIL_PH,CROP_DURATION,WATERSOURCE,TEMP,WATER_REQUIRED,RELATIVE_HUMIDITY
1671,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.9,124,rainfed,25.28,951,80.32
338,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.1,103,"irrigated,rainfall",37.46,467,91.0
2331,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.0,304,irrigated,26.24,2322,73.25
1188,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,70,"irrigated,rainfall",24.07,984,18.0
28,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,8.0,150,"irrigated,rainfall",26.02,983,79.87
1540,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,7.4,105,rainfed,25.26,800,50.57
1217,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.0,100,"irrigated,rainfall",30.79,945,63.95
2030,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,5.9,139,"irrigated,rainfall",24.5,500,91.02
794,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.6,100,"irrigated,rainfall",39.15,486,19.65
945,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,6.5,120,rainfed,25.08,505,17.13
1416,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,6.8,120,"irrigated,rainfall",29.91,839,60.0
169,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,6.5,83,"irrigated,rainfall",21.91,609,56.51
2094,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,8.4,160,"irrigated,rainfall",22.28,500,93.13
1676,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.8,126,rainfed,24.31,980,80.03
1197,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,73,"irrigated,rainfall",20.16,918,18.0
1542,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,6.4,100,rainfed,28.83,800,69.76
1253,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.5,100,"irrigated,rainfall",34.61,998,60.21
1276,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.0,100,"irrigated,rainfall",30.64,944,64.02
912,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,6.4,120,rainfed,25.38,605,15.28
491,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.4,78,"irrigated,rainfall",43.7,406,92.28
953,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,5.5,120,rainfed,25.08,505,19.98
1097,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.3,85,rainfed,20.0,743,17.57
1032,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.4,84,rainfed,20.0,813,17.03
587,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,6.7,102,"irrigated,rainfall",19.59,1113,16.76
750,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.8,97,"irrigated,rainfall",37.75,524,17.34
657,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,7.0,75,"irrigated,rainfall",44.38,350,19.95
1866,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.5,141,"irrigated,rainfall",44.38,700,65.0
234,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.9,105,"irrigated,rainfall",26.95,505,84.9
732,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.8,88,"irrigated,rainfall",29.74,692,15.08
2492,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,7.3,170,irrigated,17.51,706,69.11
1186,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,70,"irrigated,rainfall",41.58,987,18.0
1156,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,70,"irrigated,rainfall",41.58,987,18.0
2453,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,6.8,171,irrigated,17.34,707,66.95
1246,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,6.9,100,"irrigated,rainfall",29.57,966,66.62
2448,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,7.7,171,irrigated,15.96,717,71.49
934,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,5.9,120,rainfed,26.05,640,17.97
1209,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.4,100,"irrigated,rainfall",33.63,874,62.58
1065,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.9,94,rainfed,20.0,899,19.74
1716,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",30.11,463,89.75
108,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,6.5,83,"irrigated,rainfall",21.91,609,56.51
1062,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.7,84,rainfed,20.0,812,18.02
568,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,5.0,100,"irrigated,rainfall",26.7,1174,19.92
1167,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,70,"irrigated,rainfall",41.28,987,18.0
1174,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,70,"irrigated,rainfall",41.58,987,18.0
1588,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,6.4,100,rainfed,27.52,800,65.8
1507,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,6.4,100,rainfed,28.83,800,69.76
1492,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,7.0,119,"irrigated,rainfall",29.92,973,60.0
890,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,7.0,86,"irrigated,rainfall",28.94,891,19.87
947,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,6.5,120,rainfed,25.08,554,15.22
1048,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.5,88,rainfed,20.0,873,15.42
2057,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.2,142,"irrigated,rainfall",24.98,500,86.14
884,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,6.3,86,"irrigated,rainfall",27.35,705,17.48
143,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,6.5,83,"irrigated,rainfall",21.79,612,56.7
2452,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,6.0,180,irrigated,23.93,601,76.86
850,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",28.94,525,19.87
717,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.6,99,"irrigated,rainfall",37.55,493,19.06
2371,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,7.4,314,irrigated,23.42,2273,74.8
264,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.3,107,"irrigated,rainfall",22.47,606,68.52
75,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,8.0,150,"irrigated,rainfall",25.8,965,79.89
395,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.3,100,"irrigated,rainfall",32.01,503,93.6
2117,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.1,136,"irrigated,rainfall",29.47,1113,73.5
2335,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.0,301,irrigated,26.89,1552,78.58
396,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,7.1,105,"irrigated,rainfall",39.22,650,90.2
1365,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,5.0,61,"irrigated,rainfall",20.08,690,54.88
2077,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.1,146,"irrigated,rainfall",24.96,500,85.72
1903,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.3,90,"irrigated,rainfall",21.83,425,90.25
595,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,6.2,108,"irrigated,rainfall",21.15,1042,18.16
1296,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.1,100,"irrigated,rainfall",31.5,931,64.03
1821,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.7,148,"irrigated,rainfall",18.58,614,65.0
872,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",28.94,510,19.87
1548,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,6.4,100,rainfed,28.83,800,69.76
36,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,5.1,150,"irrigated,rainfall",39.96,2495,60.44
2273,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.4,137,"irrigated,rainfall",31.79,1214,72.19
2123,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.2,136,"irrigated,rainfall",29.42,1102,73.62
977,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,6.2,120,rainfed,25.68,627,15.6
1571,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,7.4,105,rainfed,25.26,800,50.59
1122,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,71,"irrigated,rainfall",28.87,904,17.89
1892,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.5,141,"irrigated,rainfall",44.38,700,65.0
675,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,7.0,75,"irrigated,rainfall",42.77,340,19.95
728,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.8,100,"irrigated,rainfall",27.82,729,19.85
412,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.5,85,"irrigated,rainfall",44.16,491,94.83
1516,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,6.6,100,rainfed,25.8,800,58.59
1649,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.8,122,rainfed,24.63,1048,80.42
825,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,6.0,85,"irrigated,rainfall",27.69,738,15.83
616,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,6.8,75,"irrigated,rainfall",30.29,343,16.87
114,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,6.5,81,"irrigated,rainfall",21.37,622,57.81
417,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.5,85,"irrigated,rainfall",44.19,494,94.9
1625,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.8,126,rainfed,23.73,1100,79.6
2450,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,7.3,170,irrigated,17.51,706,69.1
89,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,6.8,150,"irrigated,rainfall",38.94,2468,67.56
2082,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.3,140,"irrigated,rainfall",24.69,500,88.63
753,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.8,88,"irrigated,rainfall",30.34,725,15.04
1630,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.8,127,rainfed,24.22,1017,79.69
11,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,8.0,150,"irrigated,rainfall",21.05,2495,60.41
284,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.4,108,"irrigated,rainfall",22.59,551,71.17
1066,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.5,88,rainfed,20.0,892,15.18
1191,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,72,"irrigated,rainfall",21.08,923,17.99
1440,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,7.0,118,"irrigated,rainfall",29.92,1000,60.0
2337,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.0,306,irrigated,26.76,2112,76.36
2409,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,7.6,167,irrigated,15.97,744,69.93
2257,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.5,140,"irrigated,rainfall",37.96,1299,89.73
1568,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,7.4,105,rainfed,25.26,800,50.57
2143,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.1,136,"irrigated,rainfall",29.31,1102,72.66
1687,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.8,128,rainfed,23.69,1033,79.46
851,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,7.0,86,"irrigated,rainfall",28.94,859,19.82
895,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,6.2,86,"irrigated,rainfall",27.61,693,17.4
496,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.4,78,"irrigated,rainfall",43.87,425,93.41
1782,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,100,"irrigated,rainfall",15.04,684,89.76
335,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.4,100,"irrigated,rainfall",34.88,499,93.6
515,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,5.6,105,"irrigated,rainfall",24.36,1075,18.9
1348,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,6.4,74,"irrigated,rainfall",24.39,433,52.07
1015,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.2,87,rainfed,20.0,756,15.92
2431,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,7.0,171,irrigated,16.79,718,66.76
1781,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",29.33,470,89.75
1785,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",30.37,464,89.75
2070,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.4,151,"irrigated,rainfall",25.33,500,81.96
356,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.1,104,"irrigated,rainfall",37.84,463,91.14
2378,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,7.4,316,irrigated,23.58,2237,75.59
1312,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,5.0,68,"irrigated,rainfall",20.08,470,54.88
1635,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.9,124,rainfed,25.49,1021,80.36
550,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,5.0,100,"irrigated,rainfall",26.76,1175,19.92
1227,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.0,100,"irrigated,rainfall",31.0,945,64.1
2230,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.5,139,"irrigated,rainfall",36.41,1281,73.99
957,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,5.9,120,rainfed,25.95,633,18.15
1773,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,100,"irrigated,rainfall",15.04,684,89.76
1008,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.3,88,rainfed,20.0,684,15.42
1092,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.9,94,rainfed,20.0,899,19.78
2224,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.5,140,"irrigated,rainfall",37.96,1299,89.65
996,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,5.5,120,rainfed,25.08,505,19.98
1679,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.8,124,rainfed,24.22,1123,79.78
153,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,6.7,82,"irrigated,rainfall",21.37,616,57.51
580,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,6.6,102,"irrigated,rainfall",19.75,1104,16.94
1470,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,6.8,114,"irrigated,rainfall",29.77,787,60.0
703,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.7,94,"irrigated,rainfall",33.43,569,17.8
1212,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.3,100,"irrigated,rainfall",33.13,885,62.94
896,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,6.2,86,"irrigated,rainfall",27.71,714,16.94
487,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.2,79,"irrigated,rainfall",40.39,415,90.06
559,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,5.0,100,"irrigated,rainfall",26.76,1178,19.93
1141,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,71,"irrigated,rainfall",31.14,929,17.9
1119,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.6,72,"irrigated,rainfall",25.62,857,17.78
512,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,5.6,105,"irrigated,rainfall",24.54,1075,18.98
633,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,6.7,74,"irrigated,rainfall",28.02,342,18.12
2150,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.2,136,"irrigated,rainfall",28.83,1088,74.21
1664,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.8,130,rainfed,23.55,959,79.28
1012,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.4,86,rainfed,20.0,839,16.65
1931,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.3,90,"irrigated,rainfall",21.69,430,90.79
1150,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,74,"irrigated,rainfall",21.0,779,17.84
2340,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,7.7,313,irrigated,24.98,2217,75.35
116,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,6.5,83,"irrigated,rainfall",21.93,611,56.48
740,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.8,99,"irrigated,rainfall",32.44,538,19.4
2304,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,7.4,316,irrigated,23.62,2268,75.8
1974,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.3,90,"irrigated,rainfall",21.83,425,90.25
1081,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.9,89,rainfed,20.0,870,19.55
1810,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.7,148,"irrigated,rainfall",18.6,613,65.0
830,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,6.3,86,"irrigated,rainfall",27.34,710,17.25
119,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,7.0,90,"irrigated,rainfall",23.97,650,50.14
656,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,7.0,75,"irrigated,rainfall",44.38,350,19.95
2377,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.0,301,irrigated,26.89,1534,79.75
2239,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.4,136,"irrigated,rainfall",32.58,1221,73.34
2444,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,7.5,168,irrigated,16.45,732,69.89
635,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,6.8,74,"irrigated,rainfall",22.51,345,17.24
369,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,7.4,105,"irrigated,rainfall",39.22,650,90.2
268,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.4,106,"irrigated,rainfall",21.73,542,68.09
46,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,5.8,150,"irrigated,rainfall",36.94,2328,67.03
991,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,5.5,120,rainfed,25.08,505,19.98
876,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,5.8,85,"irrigated,rainfall",28.7,811,15.31
773,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.7,100,"irrigated,rainfall",39.03,488,19.83
1219,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.2,100,"irrigated,rainfall",32.35,902,63.38
1126,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.6,73,"irrigated,rainfall",23.63,843,17.77
4,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,8.0,150,"irrigated,rainfall",22.93,2495,60.45
1595,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,7.4,105,rainfed,25.26,800,50.57
1077,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.3,89,rainfed,20.0,840,15.4
837,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,6.0,85,"irrigated,rainfall",27.9,741,15.58
681,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,7.0,75,"irrigated,rainfall",44.38,350,19.95
1715,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",30.79,461,89.76
1148,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,75,"irrigated,rainfall",20.01,808,18.0
574,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,5.3,100,"irrigated,rainfall",26.69,1189,19.93
50,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,7.9,150,"irrigated,rainfall",28.35,1011,79.65
853,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,6.3,86,"irrigated,rainfall",27.35,705,17.48
1982,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.3,90,"irrigated,rainfall",21.83,425,90.25
1823,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.7,148,"irrigated,rainfall",18.45,612,65.0
833,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",28.94,500,19.87
1115,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,70,"irrigated,rainfall",41.58,987,18.0
1166,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.6,73,"irrigated,rainfall",24.1,839,17.74
1906,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.8,86,"irrigated,rainfall",23.7,437,93.03
971,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,6.0,120,rainfed,26.13,601,17.37
399,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.3,100,"irrigated,rainfall",34.11,475,95.72
19,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,8.0,150,"irrigated,rainfall",27.11,961,79.9
